Bing7777777,aaranshu2016,foobar,0LA AUTOCONNECT TT3S0,Psan,happylokayogaclasses,MOBIAN,Chandra Row3,0LA AUTOCONNECT Q8YPQ,lotus 4th floor 411,0LA AUTOCONNECT Q252F,Lotus pg 5th Floor,Debasree,RP,0LA AUTOCONNECT DVLVG,MADDY,JioFi2_0EBFBA,Nikhilsai 2nd floor extn,207_1,207_3,Lotus G15,0LA AUTOCONNECT H0GH4,Airtel_Zerotouch,Lotus602,iPhone,Amaravathipg2,Lotus 2nd floor 1,0LA AUTOCONNECT 367HQ,Balki_2AE3,Home-Airtel-2_5G,JP4F 2,Lotus1stfloorg11,manepalli,Lotus2ndfloor211,DIxG-Q1A4Njc2X0kwMg,0LA AUTOCONNECT 6NDRN,EverGreen,Karthikbangalore,Crack_Nozzle,Lotus second floor 202,Lotus6thfloor611,Lotus6thfloor615,Lotus4thfloor1,DIRECT-LRLABR3IUPGTmsGH,Ankur,vipin,D-Link_DIR-615,Deepak,Home-Airtel-2,Lalitha,MGMNT,Lotus pg basement,Home-Airtel,virus,Amaravathi pg4,AndroidAP,susheelaa,Dekhle_Hobe_khorcha_Aache!,masha,JP3F 4,Get Lost .. Its not yours,207_1_Guest,DHAR,SalehMohamed,Lotus3rdfloor315,sanchit
,,,,,,,-84,,,,,,,,,,,-62,-76,,,,,,,,,,-67,,,-72,,,,,,,,,,,,,,-84,-86,-72,,-89,,-75,,,,,,,,,-63,,-52,,-88
-83,,,,,,,-84,,,,,,,,,,,-64,-76,,,,,,,,,,-57,,,-73,,,,,,,,,,,,,,-84,-86,-64,,-90,,-70,,,,,,,,,-65,-92,-47,,
-83,,,,,,,-82,,,,,,,,,,,-64,-76,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-86,,-64,,-92,,-68,,,,,,,,,-65,-92,-46,,
-86,,,,,,,-82,,,,,,,,,,,-64,-80,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-82,,-62,,-91,,-66,-94,,,,,,,,-64,,-45,,-87
-86,,,,,,,-82,,,,,,,,,,,-66,-77,,,,,,,,,,-55,,,-77,,,,,,,,,,,,,,-82,,-65,,-91,,-67,-94,,,,,,,,-65,,-45,,-87
-82,,,,,,,-84,,,,,,,,,,,-65,-85,,,,,,,,,,-55,,,-74,,,,,,,,,,,,,,-84,,-68,,-91,,-69,,,,,,,,,-65,,-45,,
-86,,,,,,,-82,,,,,,,,,,,-64,-77,,,,,,,,,,-55,,,-74,,,,,,,,,,,,,,-82,,-64,,-94,,-69,,,,,,,,,-64,,-45,,
-86,,,,,,,-82,,,,,-91,,,,,,-64,-76,,,,,,,,,,-55,,,-74,,,,,,,,,,,,,,-85,,-63,,-94,,-69,,,,,,,,,-64,,-45,,
,,,,,,,-82,,,,,-91,,,,,,-64,-78,,,,,,,,,,-55,,,-74,,,,,,,,,,,,,,-82,,-66,,-94,,-68,,,,,,,,,-64,,-45,,
,,,,,,,-82,,,,,,,,,,,-64,-80,,,,,,,,,,-55,,,-74,,,,,,,,,,,,,,-85,,-64,,-94,,-68,,,,,,,,,-64,,-46,,
-86,,,,,,,-82,,,,,,,,,,,-64,-80,,,,,,,,,,-55,,,-74,,,,,,,,,,,,,,-82,,-66,,-94,,-69,,,,,,,,,-64,,-45,,
-86,,,,,,,-82,,,,,,,,,,,-64,-80,,,,,,,,,,-55,,,-74,,,,,,,,,,,,,,-82,,-64,,-93,,-68,,,,,,,,,-64,,-45,,
-86,,,,,,,-82,,,,,,,,,,,-64,-80,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-82,,-66,,-93,,-68,,,,,,,,,-64,,-46,,
-86,,,,,,,-82,,,,,,,,,,,-64,-76,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,,,-65,,,,-68,,,,,,,,,-64,,-46,,-88
-86,-92,,,,,,-82,,,,,,,,,,,-64,-76,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-83,,-65,,,,-69,,,,,,,,,-64,,-46,,-87
,-92,,,,,,-82,,,,,,,,,,,-64,-78,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-84,,-64,,,,-69,,,,,,,,,-64,-91,-47,,-87
,,,,,,,-82,,,,,,,,,,,-64,-82,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-82,,-64,,-92,,-69,-94,,,,,,,,-64,-91,-48,,-87
-89,,,,,,,-82,,,,,,,,,,,-66,-81,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-82,,-66,,-92,,-69,-94,,,,,,,,-66,,-45,,-88
-89,,,,,,,-83,,,,,,,,,,,-66,-80,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-82,,-67,,-92,,-69,,,,,,,,,-66,,-46,,-88
,,,,,,,-83,,,,,,,,,,,-66,-80,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-82,,-64,,-93,,-69,,,,,,,,,-66,-92,-45,,
-82,,,,,,,-82,,,,,,,,,,,-64,-78,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-85,-91,-64,,-93,,-69,,,,,,,,,-65,-92,-45,,-88
-81,,,,,,,-82,,,,,,,,,,,-64,-78,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-81,-91,-66,,-93,,-69,,,,,,,,,-65,,-45,,-88
-81,,,,,,,-82,,,,,,,,,,,-66,-78,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-82,,-65,,-93,,-68,,,,,,,,,-65,,-46,,-89
,,,,,,,-82,,,,,,,,,,,-67,-78,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-86,,-65,,-93,,-70,,,,,,,,,-68,-90,-45,,-87
,,,,,,,-82,,,,,,,,,,,-66,-78,,,,,,,,,,-55,,,-74,,,,,,,,,,,,,,-82,,-65,,,,-70,,,,,,,,,-66,-90,-45,,-87
-81,,,,,,,-82,,,,,,,,,,,-66,-80,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-85,,-65,,-92,,-70,,,,,,,,,-66,-92,-45,,
-81,,,,,,,-83,,,,,,,,,,,-67,-80,,,,,,,,,,-55,,,-74,,,,,,,,,,,,,,-85,,-69,,-93,,-70,,,,,,,,,-66,-92,-45,,
,,,,,,,-82,,,,,,,,,,,-65,-78,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-88,,-68,,-93,,-70,,,,,,,,,-66,,-48,,
-82,,,,,,,-82,,,,,-91,,,,,,-65,-81,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-86,,-68,,-94,,-69,,,,,,,,,-66,,-46,,
-90,,,,,,,-82,,,,,-91,,,,,,-65,-79,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-85,,-68,,-94,,-69,,,,,,,,,-66,-94,-45,,
-90,,,,,,,-82,,,,,,,,,,,-65,-79,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-85,,-64,,-93,,-69,,,,,,,,,-66,-94,-46,,
-83,,,,,,,-82,,,,,,,,,,,-65,-79,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-82,,-64,,-93,,-68,,,,,,,,,-66,,-46,,-91
-85,,,,,,,-83,,,,,,,,,,,-65,-83,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-84,,-63,,-96,,-68,,,,,,,,,-66,,-46,,-89
-83,-92,,,,,,-82,,,,,,,,,,,-65,-79,,,,,,,,,,-55,,,-74,,,,,,,,,,,,,,-84,,-65,,-92,,-68,,,,,,,,,-66,,-46,,-89
-83,-90,,,,,,-83,,,,,,,,,,,-64,-79,,,,,,,,,,-55,,,-74,,,,,,,,,,,,,,-84,,-65,,-92,,-68,,,,,,,,,-65,,-46,,-89
-83,-90,,,,,,-83,,,,,,,,,,,-64,-80,,,,,,,,,,-55,,,-74,,,,,,-86,,,,,,,,-88,,-66,,-90,,-68,,,,,,,,,-65,-92,-46,,-88
-87,,,,,,,-83,,,,,,,,,,,-64,-80,,,,,,,,,,-55,,,-73,,,,,,-86,,,,,,,,-86,,-65,,-91,,-69,,,,,,,,,-65,-93,-46,,-88
-84,-91,,,,,,-83,,,,,,,,,,,-64,-79,,,,,,,,,,-55,,,-74,,,,,,,,,,,,,,-86,,-66,,-92,,-68,,,,,,,,,-65,-93,-46,,-88
-84,-91,,,,,,-83,,,,,,,,,,,-66,-79,,,,,,,,,,-55,,,-74,,,,,,,,,,,,,,-82,,-64,,-92,,-66,,,,,,,,,-66,-92,-47,,-88
,,,,,,,-83,,,,,,,,,,,-65,-80,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-82,,-64,,-92,,-69,,,,,,,,,-65,-92,-47,,-87
,,,,,,,-83,,,,,,,,,,,-65,-77,,,,,,,,,,-55,,,-71,,,,,,,,,,,,,,-86,,-65,,-92,,-69,,,,,,,,,-65,,-46,,-87
-82,,,,,,,-83,,,,,,,,,,,-65,-79,,,,,,,,,,-55,,,-71,,,,,,,,,,,,,,-82,,-65,,-92,,-69,,,,,,,,,-64,,-45,,-87
-82,,,,,,,-82,,,,,,,,,,,-64,-79,,,,,,,,,,-55,,,-71,,,,,,,,,,,,,,-81,,-65,,-91,,-67,,,,,,,,,-64,,-45,,-88
,,,,,,,-83,,,,,,,,,,,-65,-81,,,,,,,,,,-55,,,-75,,,,,,,,,,,,,,-85,,-64,,-91,,-68,,,,,,,,,-67,,-45,,-88
,,,,,,,-83,,,,,-90,,,,,,-65,-78,,,,,,,,,,-55,,,-75,,,,,,,,,,,,,,-85,,-64,,-91,,-68,,,,,,,,,-66,,-45,,
,,,,,,,-83,,,,,-90,,,,,,-66,-78,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-83,,-64,,-91,,-68,,,,,,,,,-66,-94,-45,,
,,,,,,,-83,,,,,,,,,,,-66,-82,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-84,,-65,,-94,,-68,,,,,,,,,-66,-94,-46,,
-86,-90,,,,,,-82,,,,,,,,,,,-66,-81,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-85,,-65,,-94,,-68,,,,,,,,,-66,,-45,,
-86,-90,,,,,,-82,,,,,-89,,,,,,-65,-81,,,,,,,,,,-55,,,-72,,,,,,,,,,,,,,-83,,-68,,-94,,-68,,,,,,,,,-65,,-47,,
,,,,,,,-82,,,,,-89,,,,,,-64,-79,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-82,,-64,,-94,,-68,,,,,,,,,-65,,-47,,
-84,,,,,,,-81,,,,,,,,,,,-65,-77,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-82,,-64,,-95,,-69,,,,,,,,,-66,-93,-46,,
-83,,,,,,,-81,,,,,,,,,,,-65,-79,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-82,,-63,,-95,,-69,,,,,,,,,-65,-93,-45,,
-87,,,,,,,-81,,,,,,,,,,,-65,-79,,,,,,,,,,-55,,,-73,,,,,,,,,,,,,,-82,,-61,,-93,,-69,,,,,,,,,-66,,-45,,
-87,,,,,,,-81,,,,,,,,,,,-68,-81,,,,,,,,,,-54,,,-73,,,,,,,,,,,,,,-81,,-61,,-91,,-69,,,,,,,,,-68,,-45,,
-87,,,,,,,-81,,,,,,,,,,,-68,-77,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-82,,-63,,-91,,-67,,,,,,,,,-68,,-46,,
-82,,,,,,,-81,,,,,,,,,,,-66,-80,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-82,,-62,,-91,,-66,,,,,,,,,-66,,-45,,-90
-80,,,,,,,-82,,,,,,,,,,,-66,-80,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-82,,-63,,-91,,-66,,,,,,,,,-66,,-46,,-90
-82,,,,,,,-82,,,,,,,,,,,-67,-80,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-84,,-62,,-90,,-66,,,,,,,,,-67,,-46,,-90
-82,,,,,,,-83,,,,,,,,,,,-67,-79,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-84,,-62,,-89,,-66,,,,,,,,,-67,-92,-46,,-90
-82,,,,,,,-83,,,,,,,,,,,-65,-81,,,,,,,,,,-54,,,-73,,,,,,,,,,,,,,-84,,-62,,-90,,-66,,,,,,,,,-66,-92,-45,,-89
-82,,,,,,,-82,,,,,,,,,,,-65,-78,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-88,,-63,,-90,,-67,,,,,,,,,-65,-92,-45,,-89
,,,,,,,-82,,,,,,,,,,,-65,-78,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-84,,-65,,-91,,-70,,,,,,,,,-65,,-46,,-88
-83,,,,,,,-82,,,,,,,,,,,-66,-82,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-88,,-63,,-91,,-67,,,,,,,,,-66,-92,-46,,-88
-83,,,,,,,-82,,,,,,,,,,,-66,-82,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-86,,-62,,-91,,-67,,,,,,,,,-66,-92,-46,,-88
,,,,,,,-82,,,,,,,,,,,-66,-82,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-84,,-65,,-91,,-67,,,,,,,,,-66,-92,-46,,
-82,,,,,,,-83,,,,,,,,,,,-67,-81,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-84,,-66,,-91,,-68,-94,,,,,,,,-67,-93,-46,,
-82,,,,,,,-83,,,,,,,,,,,-66,-79,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-84,,-62,,-91,,-67,-94,,,,,,,,-66,-93,-46,,-89
-82,,,,,,,-83,,,,,,,,,,,-64,-79,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-84,,-62,,-92,,-67,-92,,,,,,,,-66,,-45,,-89
,,,,,,,-83,,,,,,,,,,,-66,-84,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-84,,-64,,-92,,-68,-92,,,,,,,,-66,,-45,,-88
-89,,,,,,,-83,,,,,,,,,,,-66,-80,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-86,,-62,,-93,,-65,,,,,,,,,-66,-93,-45,,-88
-87,,,,,,,-83,,,,,,,,,,,-66,-80,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-85,,-62,,-92,,-66,,,,,,,,,-66,-93,-45,,-89
-87,,,,,,,-83,,,,,,,,,,,-67,-87,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-85,,-62,,-92,,-68,,,,,,,,,-66,,-44,,-89
-83,,,,,,,-81,,,,,,,,,,,-67,-79,,,,,,,,,,-54,,,-73,,,,,,,,,,,,,,-83,,-63,,-91,,-68,,,,,,,,,-66,,-44,,-88
-82,,,,,,,-82,,,,,,,,,,,-67,-79,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-83,,-62,,-91,,-68,,,,,,,,,-66,,-45,,-88
-83,,,,,,,-82,,,,,,,,,,,-67,-79,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-83,,-61,,-91,,-68,,,,,,,,,-66,,-46,,-88
-83,,,,,,,-82,,,,,,,,,,,-67,-78,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-87,,-61,,-91,,-67,,,,,,,,,-67,,-45,,-88
-87,,,,,,,-82,,,,,,,,,,,-67,-83,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-83,,-65,,-94,,-67,,,,,,,,,-67,,-46,,-88
-87,,,,,,,-81,,,,,,,,,,,-67,-85,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-83,,-62,,-91,,-67,,,,,,,,,-68,-92,-45,,-89
-84,,,,,,,-83,,,,,,,,,,,-66,-85,,,,,,,,,,-54,,,-73,,,,,,,,,,,,,,-86,,-62,,-90,,-68,,,,,,,,,-65,-91,-45,,-89
-83,,,,,,,-81,,,,,-91,,,,,,-66,-84,,,,,,,,,,-54,,,-73,,,,,,,,,,,,,,-86,,-65,,-89,,-68,,,,,,,,,-65,-91,-46,,
-83,,,,,,,-81,,,,,-91,,,,,,-66,-80,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-85,,-62,,-89,,-67,,,,,,,,,-66,,-45,,
-83,,,,,,,-81,,,,,,,,,,,-66,-80,,,,,,,,,,-54,,,-72,,,,,,,,,,,,,,-87,,-62,,-89,,-67,,,,,,,,,-66,,-45,,
-83,,,,,,,-82,,,,,,,,,,,-66,-79,,,,,,,,,,-54,,,-73,,,,,,,,,,,,,,-87,,-62,,,,-67,,,,,,,,,-66,,-45,,
-83,,,,,,,-82,,,,,-92,,,,,,-66,-79,,,,,,,,,,-54,,,-73,,,,,,,,,,,,,,-83,,-62,,-89,,-67,,,,,-89,,,,-67,,-47,,
-83,,,,,,,-83,,,,,-92,,,,,,-69,,,,,,,,,,,-54,,,-73,,,,,,,,,,,,,,-85,,-62,,-89,,-68,,,,,-89,,,,-69,,-47,,-87
,,,,,,,-83,,,,,,,,,,,-68,-85,,,,,,,,,,-54,,,-73,,,,,,,,,,,,,,-85,,-65,,-88,,-68,,,,,,,,,-69,,-46,,-87
,,,,,,,-83,,,,,,,,,,,-68,-80,,,,,,,,,,-54,,,-73,,,,,,,,,,,,,,-85,,-65,,-89,,-68,,,,,,,,,-68,,-46,,
-86,,,,,,,-82,,,,,,,,,,,-68,-78,,,,,,,,,,-54,,,-73,,,,,,-87,,,,,,,,-85,,-62,,-89,,-68,,,,,,,,,-68,,-46,,
-86,,,,,,,-81,,,,,,,,,,,-68,-78,,,,,,,,,,-54,,,-73,,,,,,-87,,,,,,,,-84,,-62,,-90,,-68,,,,,,,,,-67,,-47,,
,,,,,,,-81,,,,,,,,,,,-66,-78,,,,,,,,,,-54,,,-74,,,,,,,,,,,,,,-81,,-62,,-89,,-68,,,,,,,,,-67,,-47,,
,,,,,,,-81,,,,,,,,,,,-64,-78,,,,,,,,,,-54,,,-74,,,,,,,,,,,,,,-82,,-62,,-89,,-69,,,,,,,,,-63,,-46,,
,,,,,,,,,,,,,,,,,,-65,-78,,,,,,,,,,-65,,,-74,,,,,,,,,,,,,,-81,,-64,,-89,,-73,,,,,,,,,-67,,-50,,
,,,,,,,-86,,,,,,,,,,,-58,-78,,,,,,,,,,-64,,,-72,,,,,,,,,,,,,,-77,,-64,,-89,,-81,-90,,,,,,,,-58,,-63,,-86
,,,,,,,-86,,,,,,,,,,,-58,-69,,,,,,,,,,-64,,,-76,,,,,,,,,,-93,,,,-85,,-57,,,,-73,-89,,,,,,,,-58,,-69,,-86
,,,,,,,,,,,,,,,,,,-66,-83,,,,,,,,,,-75,,,-83,,,,,,,,,,-93,,,,-85,,-68,,,,-77,-89,,,,,,,,-66,,-72,,
,,,,,,,,,,,,,,,,,,-68,-83,,,,,,,,,,-74,,,-83,,,,,,,,,,,,,,-91,,-69,,,,-76,,,,,,,,,-68,,-69,,
,,,,,,,,,,,,,,,,,,-69,-75,,,,,,,,,,-76,,,-81,,,,,,,,,,,,,,-89,,-69,,,,-74,,,,,,,,,-68,,-69,,
,,,,,,,,,,,,,,,,,,-69,-77,,,,,,,,,,-77,,,-82,,,,,,,,,,,,,,-89,,-72,,-95,,-74,,,,,,,,,-69,,-69,,
,,,,,,,,,,,,,,,,,,-69,-76,,,,,,,,,,-78,,,-84,,,,,,,,,,,,,,,,-71,,-94,,-75,,,,,,,,,-69,,-72,,
,,,,,,,,,,,,,,,,,,-69,-77,,,,,,,,,,-77,,,-81,,,,,,,,,,,,,,,,-71,,-94,,-75,,,,,,,,,-69,,-72,,
,,,,,,,,,,,,,,,,,,-69,-77,,,,,,,,,,-71,,,-82,,,,,,,,,,,,,,,,-69,,,,-75,,,,,,,,,-70,,,,
,,,,,,,,,,,,,,,,,,-68,,,,,,,,,,,-74,,,-82,,,,,,,,,,,,,,,,-70,,-91,,-75,,,,,,,,,-69,,-71,,
,,,,,,,,,,,,,,,,,,-68,-78,,,,,,,,,,-77,,,-83,,,,,,,,,,,,,,-91,,-70,,-93,,-75,,,,,,,,,-68,,-71,,
,,,,,,,,,,,,,,,,,,-68,-77,,,,,,,,,,-76,,,-83,,,,,,,,,,,,,,-91,,-70,,-93,,-75,,,,,,,,,-68,,-71,,
,,,,,,,,,,,,,,,,,,-68,-73,,,,,,,,,,-76,,,-83,,,,,,,,,,,,,,,,-70,,,,-76,,,,,,,,,-68,,-71,,
,,,,,,,,,,,,,,,,,,-68,-73,,,,,,,,,,-76,,,-83,,,,,,,,,,,,,,-91,,-69,,,,-76,,,,,,,,,-68,,-71,,
,,,,,,,,,,,,,,,,,,-68,,,,,,,,,,,-77,,,-83,,,,,,,,,,,,,,-91,,-69,,,,-75,,,,,,,,,-68,,-71,,
,,,,,,,,,,,,,,,,,,-68,-74,,,,,,,,,,-77,,,-82,,,,,,,,,,,,,,,,-68,,-92,,-75,,,,,,,,,-68,,-71,,
,,,,,,,,,,,,,,,,,,-68,-74,,,,,,,,,,-74,,,-84,,,,,,,,,,,,,,,,-72,,-92,,-75,,,,,,,,,-68,,-68,,
,,,,,,,,,,,,,,,,,,-68,-76,,,,,,,,,,-76,,,-81,,,,,,,,,,,,,,,,-72,,,,-76,,,,,,,,,-68,,-69,,
,,,,,,,,,,,,,,,,,,-68,-76,,,,,,,,,,-76,,,-83,,,,,,,,,,,,,,-93,,-72,,,,-74,,,,,,,,,-68,,-69,,
,,,,,,,,,,,,,,,,,,-68,,,,,,,,,,,-74,,,-81,,,,,,,,,,,,,,-93,,-69,,-94,,-75,,,,,,,,,-69,,-71,,
,,,,,,,,,,,,,,,,,,-68,,,,,,,,,,,-74,,,-81,,,,,,,,,,,,,,,,-70,,-94,,-75,,,,,,,,,-69,,-70,,
,,,,,,,,,,,,,,,,,,-68,,,,,,,,,,,-74,,,-83,,,,,,,,,,,,,,,,-70,,-95,,-75,,,,,,,,,-69,,-70,,
,,,,,,,,,,,,,,,,,,-68,,,,,,,,,,,-74,,,-82,,,,,,,,,,,,,,,,-69,,-95,,-75,,,,,,,,,-69,,-70,,
,,,,,,,,,,,,,,,,,,-69,,,,,,,,,,,-74,,,-82,,,,,,,,,,,,,,,,-69,,-95,,-75,,,,,,,,,-68,,-70,,
,,,,,,,,,,,,,,,,,,-68,-76,,,,,,,,,,-74,,,-81,,,,,,,,,,,,,,,,-69,,-94,,-75,,,,,,,,,-68,,-69,,
,,,,,,,,,,,,,,,,,,-70,-78,,,,,,,,,,-74,,,-82,,,,,,,,,,,,,,,,-69,,-94,,-75,,,,,,,,,-69,,-69,,
,,,,,,,,,,,,,,,,,,-69,-76,,,,,,,,,,-78,,,-81,,,,,,,,,,,,,,-91,,-69,,-94,,-75,,,,,,,,,-68,,-69,,
,,,,,,,,,,,,,,,,,,-68,-76,,,,,,,,,,-78,,,-81,,,,,,,,,,,,,,-92,,-69,,-95,,-76,,,,,,,,,-67,,-69,,
,,,,,,,,,,,,,,,,,,-68,,,,,,,,,,,-78,,,-83,,,,,,,,,,,,,,-90,,-69,,-95,,-75,,,,,,,,,-68,,-67,,
,,,,,,,,,,,,,,,,,,-67,-72,,,,,,,,,,-75,,,-83,,,,,,,,,,,,,,-94,,-72,,-96,,-75,,,,,,,,,-68,,-67,,
,,,,,,,,,,,,,,,,,,-67,-72,,,,,,,,,,-76,,,-81,,,,,,,,,,,,,,-91,,-68,,-94,,-75,,,,,,,,,-68,,-67,,
,,,,,,,,,,,,,,,,,,-67,,,,,,,,,,,-76,,,-81,,,,,,,,,,,,,,-91,,-68,,-94,,-75,,,,,,,,,-68,,-69,,
,,,,,,,,,,,,,,,,,,-67,,,,,,,,,,,-75,,,-82,,,,,,,,,,,,,,,,-68,,-95,,-75,,,,,,,,,-68,,-70,,
,,,,,,,,,,,,,,,,,,-67,,,,,,,,,,,-75,,,-81,,,,,,,,,,,,,,-92,,-68,,-95,,-74,,,,,,,,,-67,,-68,,
,,,,,,,,,,,,,,,,,,-68,-77,,,,,,,,,,-77,,,-81,,,,,,,,,,,,,,-92,,-70,,-95,,-74,,,,,,,,,-67,,-69,,
,,,,,,,,,,,,,,,,,,-68,-77,,,,,,,,,,-76,,,-82,,,,,,,,,,,,,,,,-70,,-95,,-74,,,,,,,,,-67,,-69,,
,,,,,,,,,,,,,,,,,,-69,,,,,,,,,,,-75,,,-82,,,,,,,,,,,,,,,,-70,,-95,,,,,,,,,,,-67,,-69,,
,,,,,,,,,,,,,,,,,,-69,-79,,,,,,,,,,-75,,,-81,,,,,,,,,,,,,,-95,,-69,,-94,,,,,,,,,,,-68,,,,
,,,,,,,,,,,,,,,,,,-68,-79,,,,,,,,,,-77,,,-81,,,,,,,,,,,,,,-95,,-69,,-94,,-77,,,,,,,,,-69,,,,
,,,,,,,,,,,,,,,,,,-68,,,,,,,,,,,-73,,,-80,,,,,,,,,,,,,,,,-70,,,,-75,,,,,,,,,-69,,,,
,,,,,,,,,,,,,,,,,,-68,,,,,,,,,,,-72,,,-83,,,,,,,,,,,,,,-92,,-69,,,,-75,,,,,,,,,-69,,-65,,
,,,,,,,,,,,,,,,,,,-66,-79,,,,,,,,,,-72,,,-82,,,,,,,,,,,,,,-89,,-69,,-97,,-75,,,,,,,,,-67,,-69,,
,,,,,,,,,,,,,,,,,,-66,-74,,,,,,,,,,-73,,,-81,,,,,,,,,,,,,,-89,,-70,,-97,,-74,,,,,,,,,-67,,-69,,
,,,,,,,,,,,,,,,,,,-68,-74,,,,,,,,,,-72,,,-81,,,,,,,,,,,,,,,,-70,,,,-74,,,,,,,,,-68,,-69,,
,,,,,,,,,,,,,,,,,,-68,,,,,,,,,,,-72,,,-83,,,,,,,,,,,,,,-89,,-68,,,,-73,,,,,,,,,-68,,-69,,
,,,,,,,,,,,,,,,,,,-68,,,,,,,,,,,-73,,,-83,,,,,,,,,,,,,,-92,,-70,,,,-73,,,,,,,,,-68,,-69,,
,,,,,,,,,,,,,,,,,,-68,,,,,,,,,,,-73,,,-80,,,,,,,,,,,,,,-91,,-70,,,,-73,,,,,,,,,-68,,-69,,
,,,,,,,,,,,,,,,,,,-69,,,,,,,,,,,-73,,,-83,,,,,,,,,,,,,,-91,,-70,,,,-73,,,,,,,,,-68,,-69,,
,,,,,,,,,,,,,,,,,,-68,-74,,,,,,,,,,-72,,,-84,,,,,,,,,,,,,,-91,,-68,,,,-73,,,,,,,,,-68,,-69,,
,,,,,,,,,,,,,,,,,,-68,-74,,,,,,,,,,-72,,,-81,,,,,,,,,,,,,,-91,,-69,,-96,,-73,,,,,,,,,-68,,-68,,
,,,,,,,,,,,,,,,,,,-68,-76,,,,,,,,,,-72,,,-83,,,,,,,,,,,,,,,,-67,,-92,,-77,,,,,,,,,-68,,-70,,
,,,,,,,-89,,,,,,,,,,,-65,-72,,,,,,,,,,-66,,,-72,,,,,,,,,,,,,,-82,,-75,,-92,,-69,-85,,,,,,,,-65,,-69,,
,,,,,,,-89,,,,,,,,,,,-60,-72,,,,,,,,,,-64,,,-72,,,,,,-81,,,,,,,,-82,,-75,,,,-67,-85,,,,,,,,-61,,-65,,
-75,,,,,,,,,,,,,,,,,,-61,,,,,,,,,,,-63,,,-73,,,,,,-81,,,,,,,,,,-79,,,,-68,-83,,,,,,,,-62,,-60,,
-75,,,,,,,,,,,,,,,,,,-61,-75,,,,,,,,,,-63,,,-74,,,,,,-82,,,,,,,,-84,,-79,,,,-68,-85,,,,,,,,-61,,-67,,
-76,,,,,,,,,,,,,,,,,,-61,-73,,,,,,,,,,-63,,,-74,,,,,,-82,,,,,,,,-84,,-78,,,,-71,-83,,,,,,,,-60,,-61,,
-74,,,,,,,,,,,,,,,,,,-62,-74,,,,,,,,,,-63,,,-74,,,,,,,,,,,,,,-87,,-84,,,,-68,-84,,,,,,,,-60,,-59,,
