Delete ,Home-Airtel-2,Home-Airtel,AndroidAP,Deepak,0LA_DRIVER_HOTSPOT_9880184381,Chandri,Get Lost .. Its not yours,lotus 4th floor 411,Debasree,bulla2,SusheelaaPG4network,Lotus pg basement,aaranshu2016,0LA AUTOCONNECT GS6QC,chandrapg4,virus,lotus 4th floor 401,Home-Airtel-2_5G,207_2,Lotus second floor 202,susheelaa,Ankur,Lotus G15,Lotus1stfloorg11,sekar,Cool,JPC 6TH ,Haveli,Lotus4thfloor1,BUZA-ZGFyc2FuYQ,Lotus 2nd floor 1,D-Link_DIR-615,Bing7777777,foobar,MGMNT,SusheelaaPGNetwork,manepalli,Princess Leia,Lotus2ndfloor211,Moto G (5) Plus 1910,Lotus3rdfloor301,masha,chandrapg2,Nehaswa,Amaravathi pg4,LotusG2,sanchit,The creep next door,207_1_Guest,Dekhle_Hobe_khorcha_Aache!,R@;€$#,Lotus602,207_1,Amaravathi pg3,@nu,Balki_2AE3,207_3,Airtel_Zerotouch,JP3F 4,BZ7r-dmljdmVua2F0MDEy,Lotus pg 5th Floor,ASHOK M,subhu,Lotus3rdfloor315,Moto G (5S) Plus 5179,vivo 1713,0LA AUTOCONNECT VB8YW,Chandra Row3,Lotus6thfloor615,Lotus3rdfloor311,JioFi2_EA0D27,Chandrapg3
,-66,-66,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,-78,,-88,,-75,,,,,-84,,,,,,,-69,,,,-70,,,,-71,,,,,,,,,,,-77,,,,
,-64,-64,,,,,,,,,,,,,,,,-80,-84,,,,,,,,,,,,,,-78,,-88,,-74,,,,,,,,,,,,-68,,,,-67,,,,-78,,,,,,,,,,,-78,,,,
,-65,-65,,,,,,,,,,,,,,,,-82,-82,,-93,,,,,,,,,,,,-77,,,,-72,,,,,,,,,,,,-68,,,,-67,,-93,,-65,,,,,,,,,,,-77,,,,
,-66,-65,,,,,,,,,,,,,,,,-78,-82,,-91,,,,,,,,,,,,-77,,,,-75,,,,,-82,,,,,,,-68,,,,-68,,-93,,-65,,,,,,,,,,,-77,,,,
,-65,-65,,,,,,,,,,-86,,,,,,-78,-82,,-90,,,,,,,,,,,,-74,,,,-73,,,,,-82,,,,,,,-68,,,,-68,,,,-73,,,,,,,,,,,-77,,,,
,-64,-65,,,,,,,,,,-86,,,,,,-78,,,-90,,,,,,,,,,,,-76,,,,-72,,,,,-88,,,,,,,-69,,,,-68,,,,-65,,,,,,,,,,,,,,,
,-59,-63,,,,,,,,,,-86,,,,,,-80,-81,,-90,,,,,,,,,,,,-76,,,,-73,,,,,-88,,,,,,,-69,-86,,,-68,,,,-67,,,,,,,,,,,-79,,,,
,-65,-66,,,,,,,,,,,,,,,,-85,-81,,,,,,,,,,,,,,-79,,,,-74,,,,,-90,,,,,,,-68,-88,,,-68,,,,-65,,,,-83,,,,,,,-79,,,,
,-67,-68,,,,,,,,,,,,,,,,-78,,,,,,,,,,,,,,,-78,,,,-74,,,,,-90,,,,,,,-68,-88,,,-68,,,,-64,,,,-83,,,,,,,-79,,,,
,-66,-68,,,,,,,,,,,,,,,,-77,,,-92,,,,,,,,,,,,-78,,,,-74,,,,,-90,,,,,,,-68,,,,-68,,,,-65,,,,,,,,,,,-79,,,,
,-67,-68,,,,,,,,,,,,,,,,-76,-81,,-92,,,,,,,,,,,,-77,,,,-74,,,,,-84,,,,,,,-68,,,,-67,,,,-72,,,,,,,,,,,-79,,,,
,-67,-68,,,,,,,,,,,,,,,,-78,-82,,,,,,,,,,,,,,-77,,,,-74,,,,,-84,,,,,-87,,-68,,,,-67,,-92,,-67,,,,,,,,,,,-79,,,,
,-67,-68,,,,,,,,,,,,,,,,-86,-82,,,,,,,,,,,,,,-77,,,,-74,,,,,,,,,,-87,,-70,-91,,,-69,,-92,,-65,,,,,,,,,,,-78,,,,
,-62,-68,,,,,,,,,,,,,,,,-78,,,-90,-87,,,,,,,,,,,-79,,,,-74,,,,,,,,,,,,-68,-91,,,-69,,,,-72,,,,,,,,,,,-78,,,,
,-66,-68,,,,,,,,,,,,,,,,-82,-81,,-90,-87,,,,,,,,,,,-79,,-87,,-78,,,,,-84,,,,,,,-68,-88,,,-69,,,,-68,,,,,,,,,,,-78,,,,
,-64,-68,,,,,,,,,,,,,,,,-85,-81,,,,,,,,,,,,,,-79,,-87,,-75,,,,,-84,,,,,,,-71,-88,,,-70,,,,-70,,,,,,,,,,,-78,,,,
,-62,-65,,,,,,,,,,,,,,,,-85,,,,,,,,,,,,,,,-79,,,,-75,,,,,-92,,,,,,,-71,,,,-70,,,,-74,,,,,,,,,,,-78,,,,
,-63,-65,,,,,,,,,,,,,,,,-86,-83,,,,,,,,,,,,,,-79,,,,-75,,,,,-85,,,,,,,-68,,,,-69,,,,-74,,,,,,,,,,,-78,,,,
,-64,-65,,,,,,,,,,,,,,,,-80,-82,,-90,,,,,,,,,,,,-82,,,,-75,,,-89,,-85,,,,,,,-68,,,,-69,,,,-66,,,,,,,,,,,-77,,,,
,-64,-66,,,,,,,,,,,,,,,,-85,-82,,-91,,,,,,,,,,,,-79,,,,-74,,,-89,,-84,,,,,,,-68,,,,-68,,,,-66,,,,,,,,,,,-78,,,,
,-61,-66,,,,,,,-88,,,,,,,,,-82,,,-91,-88,,,,,,,,,,,-79,,,,-73,,,,,-84,,,,,,,-69,,,,-69,,,,-62,,,,,,,,,,,-78,,,,
,-64,-66,,,,,,,-88,,,,,,,,,-78,-83,,,-88,,,,,,,,,,,,,,,-73,,,,,,,,,,,,-69,,,,-69,,,,-65,,,,,,,,,,,-78,,,,
,-64,-67,,,,,,,-88,,,,,,,,,-80,-83,,-92,,,,,,,,,,,,-80,,-89,,-73,,,,,-86,,,,,,,-68,,,,-69,,,,-66,,,,,,,,,,,-78,,,,
,-61,-71,,,,,,,,,,-92,,,,,,-77,,,-91,,,,,,,,,,,,-78,,-89,,-73,,,,,-90,,,,,,,-68,,,,-68,,,,-70,,,,,,,,,,,-78,,,,
,-61,-67,,,,,,,-87,,,-92,,,,,,-85,,,-89,,,,,,,,,,,,-78,,-89,,,,,,,-85,,,,,,,-68,,,,-67,,,,-66,,,,-83,,,,,,,-78,,,,
,-66,-71,,,,,,,-87,,,,,,,,,-86,,,-90,,,,,,,,,,,,-85,,-89,,,,,,,-85,,,,,,,-68,,,,-67,,,,-74,,,,-89,,,,,,,-78,,,,
,-63,-68,,,,,,,,,,,,,,,,-86,-84,,-90,,,,,,,,,,,,-83,,,,-77,,,,,-89,,,,,,,-68,,,,-67,,,,-66,,,,-89,,,,,,,-77,,,,
,-61,-68,,,,,,,,,,,,,,,,-86,-84,,,,,,,,,,,,,,-75,,-88,,-77,,,,,-85,,,,,,,-68,-89,,,-68,,,,-74,,,,,,,,,,,-77,,,,
,-65,-68,,,,,,,,,,,,,,,,-86,,,,,,,,,,,,,,,-85,,-88,,,,,-90,,-84,,,,,,,-68,-89,,,-68,,,,-79,,,,,,,,,,,-79,,,,
,-62,-68,,,,,,,,,,,,,,,,-86,,,-92,,,,,,,,,,,,-85,,,,,,,-90,,-84,,,,,,,-68,,,,-67,,,,-75,,,,,,,,,,,-77,,,,
,-67,-67,,,,,,,,,,,,,,,,-78,-81,,-90,,,,,,,,,,,,-77,,,,,,,,,-87,,,,,,,-68,-89,,,-67,,-93,,-68,,,,,,,,,,,-78,,,,
,-67,-67,,,,,,,,,,,,,,,,-77,-81,,-90,,,,,,,,,,,,-77,,-87,,,,,,,-87,,,,,,,-69,-89,,,-69,,-93,,-74,,,,,,,,,,,-78,,,,
,-64,-67,,,,,,,,,,,,,,,,-80,-84,,,,,,,,,,,,,,-78,,-87,,,,,,,-85,,,,,,,-69,-89,,,-69,,,,-66,,,,,,,,,,,-78,,,,
,-62,-67,,,,,,,,,,,,,,,,-84,-84,,-92,-86,,,,,,,,,,,-78,,,,,,,,,-85,,,,,,,-68,-88,,,-66,,,,-66,,,,,,,,,,,-78,,,,
,-65,-67,,,,,,,-86,,,,,,,,,-83,,,-92,-86,,,,,,,,,,,,,-88,,,,,,,-85,,,,,,,-68,-88,,,-68,,,,-62,,,,,,,,,,,-78,-91,,,
,-64,-67,,,,,,,-86,,,,,,,,,-82,-80,,-92,,,,,,,,,,,,-78,,-88,,-74,,,,,-85,,,,,,,-68,,,,-68,,,,-75,,,,,,,,,,,-78,-91,,,
,-64,-67,,,,,,,,,,,,,,,,-78,-80,,-89,,,,,,,,,,,,-77,,,,-74,,,,,-89,,,,,,,-68,,,,-68,,,,-68,,,,,,,,,,,-78,,,,
,-64,-67,,,,,,,,,,,,,,,,-80,-83,,-89,,,,,,,,,,,,-78,,-88,,,,,,,-89,,,,,,,-68,,,,-68,,,,-63,,,,,,,,,,,-80,,,,
,-63,-67,,,,,,,,,,-91,,,,,,-77,-83,,,-86,,,,,,,,,,,-78,,-88,,,,,,,-83,,,,,-89,,-68,,,,-68,,,,-63,,,,,,,,,,,-79,,,,
,-67,-68,,,,,,,,,,-91,,,,,,-76,,,-91,-86,,,,,,,,,,,-81,,,,,,,,,-88,,,,,-89,,-69,,,,-69,,,,-77,,,,,,,,,,,-78,,,,
,-65,-68,,,,,,,,,,,,,,,,-76,,,-91,,,,,,,,,,,,-77,,-88,,-77,,,,,-88,,,,,,,-69,,,,-69,,,,-70,,,,,,,,,,,-78,,,,
,-64,-68,,,,,,,,,,,,,,,,-80,,,,,,,,,,,,,,,-77,,-88,,-77,,,,,,,,,,,,-68,-88,,,-68,,,,-78,,,,-82,,,,,,,-78,,,,
,-63,-68,,,,,,,,,,,,,,,,-80,,,-90,,,,,,,,,,,,-77,,,,,,,,,-85,,,,,,,-68,-88,,,-67,,,,-73,,,,-82,,,,,,,-78,,,,
,-64,-68,,,,,,,,,,,,,,,,-77,,,-90,,,,,,,,,,,,,,-89,,,,,,,-85,,,,,,,-68,-87,,,-67,,-92,,-67,,,,,,,,,,,-78,,,,
,-60,-67,,,,,,,,,,,,,,,,-77,,,,,,,,,,,,,,,-79,,-89,,-76,,,,,-85,,,,,,,-68,-87,,,-68,,-92,,-65,,,,-82,,,,,,,-78,,,,
,-62,-65,,,,,,,,,,,,,,,,-86,-85,,,,,,,,,,,,,,-79,,,,-76,,,,,-89,,,,,,,-68,,,,-68,,,,-69,,,,-82,,,,,,,-78,,,,
,-62,-67,,,,,,,,,,,,,,,,-82,-82,,,-83,,,,,,,,,,,-81,,-88,,-76,,,,,-89,,,,,,,-66,,,,-66,,,,-70,,,,,,,,,,,-78,,,,
,-65,-67,,,,,,,,,,,,,,,,-86,-82,,-88,-86,,,,,,,,,,,-84,,-88,,-79,,,,,-89,,,,,,,-66,,,,-65,,,,-73,,,,-82,,,,,,,-79,,,,
,-63,-67,,,,,,,,,,,,,,,,-84,,,-92,-86,,,,,,,,,,,-84,,,,-79,,,,,-91,,,,,,,-66,,,,-67,,,,-67,,,,-80,,,,,,,-79,,,,
,-63,-67,,,,,,,,,,,,,,,,-83,,,-92,,,,,,,,,,,,,,,,,,,,,-91,,,,,,,-68,,,,-68,,,,-67,,,,-88,,,,,,,-79,,,,
,-64,-67,,,,,,,,,,,,,,,,-86,,,,,,,,,,,,,,,-86,,,,-76,,,,,-91,,,,,,,-67,,,,-66,,,,-66,,,,-88,,,,,,,-79,,,,
,-64,-67,,,,,,,,,,,,,,,,-86,-85,,,-84,,,,,,,,,,,-81,,-88,,-74,,,,,,,,,,,,-67,,,,-68,,,,-67,,,,,,,,,,,-77,,,,
,-63,-67,,,,,,,,,,,,,,,,-89,-85,,,-84,,,,,,,,,,,-77,,-88,,-74,,,,,-91,,,,,,,-67,,,,-68,,,,-66,,,,-83,,,,,,,-79,,,,
,-62,-67,,,,,,,-92,,,,,,,,,-89,,,,-87,,,,,,,,,,,-77,,,,,,,,,-85,,,,,,,-67,,,,-68,,,,-77,,,,-83,,,,,,,-78,,,,
,-62,-67,,,,,-81,,-92,,,,,,,,,-80,-84,,,-87,,,,,,,,,,,-78,,,,-73,,,,,-85,,,,,,,-68,,,,-69,,,,-77,,,,,,,,,,,-77,,,,
,-63,-67,,,,,-81,,,,,,,,,,,-88,-84,,-92,,,,,,,,,,,,-78,,,,-75,,,,,-92,,,,,,,-68,-88,,,-69,,,,-72,,,,,,,,,,,-73,,,,
,-66,-71,,,,,,,,,,,,,,,,-86,,,-89,-83,,,,,,,,,,,-77,,,,-75,,,,,-88,,,,,,,-68,-88,,,-69,,,,-69,,,,-83,,,,,,,-73,-94,,,
,-63,-67,,,,,,,,,,,,,,,,-79,,,-89,-83,,,,,,,,,,,-77,,,,-75,,,,,-85,,,,,,,-68,,,,-69,,,,-71,,,,-83,,,,,,,-79,-94,,,
,-66,-70,,,,,,,-86,,,,,,,,,-79,,,,-87,,,,,,,,,,,-77,,,,,,,,,-88,,,,,,,-69,,,,-70,,,,-67,,,,,,,,,,,-79,,,,
,-63,-67,,,,,,,-86,,,,,,,,,-77,,,,-87,,,,,,,,,,,-78,,-89,,,,,,,-88,,,,,,,-68,,,,-69,,,,-75,,,,,,,,,,,-79,,,,
,-63,-71,,,,,,,,,,,,,,,,-79,,,,,,,,,,,,,,,-77,,-89,,-74,,,,,-85,,,,,,,-68,,,,-69,,,,-72,,,,,,,,,,,-78,,,,
,-67,-68,,,,,,,,,,,,,,,,-79,,,-90,,,,,,,,,,,,-77,,,,-74,,,,,-85,,,,,,,-69,,,,-69,,,,-69,,,,,,,,,,,-78,,,,
,-67,-67,,,,,,,,,,,,,,,,-79,,,-90,,,,,,,,,,,,-77,,,,,,,,,,,,,,,,-69,,,,-68,,,,-68,,,,-84,,,,,,,-78,,,,
,-67,-68,,,,,,,,,,,,,,,,-86,,,,,,,,,,,,,,,-77,,-87,,,,,,,-91,,,,,,,-71,,,,-71,,,,-65,,,,-84,,,,,,,-79,,,,
,-63,-68,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,-75,,-87,,,,,,,-89,,,,,,,-71,,,,-71,,,,-69,,,,-83,,,,,,,-77,,,,
,-62,-66,,,,,,,,,,,,,,,,-82,-86,,,,,,,,,,,,,,-78,,-87,,-74,,,,,-89,,,,,,,-70,,,,-70,,,,-65,,,,-83,,,,,,,-78,,,,
,-62,-66,,,,,,,,,,,,,,,,-80,-86,,,,,,,,,,,,,,-77,,-83,,-74,,,,,,,,,,,,-70,,,,-70,,,,-69,,,,,,,,,,,-78,,,,
,-62,-66,,,,,,,,,,,,,,,,-80,-82,,-90,,,,,,,,,,,,-79,,-83,,-74,,,,,-84,,,,,,,-69,,,,-70,,,,-65,,,,,,,,,,,-78,,,,
,-64,-66,,,,,,,,,,,,,,,,-79,-82,,-90,,,,,,,,,,,,-79,,,,-74,,,,,-84,,,,,,,-69,,,,-69,,,,-68,,,,,,,,,,,-78,,,,
,-65,-67,,,,,,,,,,,,,,,,-79,-81,,-90,,,,,,,,,,,,-75,,-88,,-74,,,,,-90,,,,,,,-69,,,,-69,,,,-65,,,,,,,,,,,-78,,,,
,-64,-66,,,,,,,,,,,,,,,,-79,-81,,-90,,,,,,,,,,,,-76,,-88,,-74,,,,,-86,,,,,,,-69,,,,-68,,,,-67,,,,,,,,,,,-77,,,,
,-64,-66,,,,,,,,,,,,,,,,-80,,,-92,-85,,,,,,,,,,,-76,,,,,,,,,-86,,,,,,,-68,,,,-68,,,,-62,,,,,,,,,,,-78,,,,
,-64,-66,,,,,,,,,,,,,,,,-79,,,-89,-85,,,,,,,,,,,-78,,-87,,,,,,,-86,,,,,,,-68,-87,,,-68,,,,-67,,,,,,,,,,,-74,,,,
,-62,-68,,,,,,,-86,,,,,,,,,-79,,,-92,,,,,,,,,,,,-74,,-87,,,,,,,,,,,,,,-69,-87,,,-69,,,,-66,,,,,,,,,,,-78,,,,
,-70,-66,,,,,,,-82,,,-90,,,,,,-68,,,-88,,,,,,,,,,,,-66,,,,,,,,,-89,,,,,,,-69,,,,-68,,,,-59,,,,-86,,,,,,,-78,,,,
,-62,-65,,,,,,,-82,,,-90,,,,,,-70,,,-88,,,,,,,,,,,,-73,,-87,,,,,,,-89,,,,,,,-65,,,,-64,,,,-63,,,,-86,,,,,,,,,,,
,-60,-65,,,,,-72,,,,,,,,,,,-71,,,-93,,,,,,,,,,,,-69,,-86,,,,,,,,,,,,,,-66,,,,-65,,-81,,-56,,,,,,,,,,,-79,,,,
,-63,-69,,,,,-72,,,,,,,,,,,-71,-83,,-93,,,,,,,,,,,,-73,,-86,,,,,,,,,,,,,,-67,,,,-67,,-79,,-60,,,,,,,,,,,-80,,,,
,-61,-66,,,,,,,,,,,,,,,,-71,-83,,,,,,,,,,,,,,-74,,,,-79,,,,,,,,,,,,-67,,,,-67,,-80,,-63,,,,,,,,,,,-78,,,,
,-62,-65,,,,,,,,,,,,,,,,-71,,,,,,,,,,,,,,,-66,,,,-79,,,,,,,,,,,,-66,,,,-66,,-78,,-65,,,,-82,,,,,,,-81,,,,
,-59,-66,,,,,,,,,,,,,,,,-71,-86,,,,,,,,,,,,,,-66,,,,-76,,,,,,,,,,,,-66,,,,-65,,-79,,-57,,,,-82,,,,,,,-81,,,,
,-61,-66,,,,,,,,,,,,,,,,-72,-86,,,,,,,,,,,,,,-67,,,,-76,,,,,,,,,,,,-65,,,,-65,,-82,,-64,,,,,,,,,,,-79,,,,
,-62,-66,,,,,,,,,,,,,,,,-72,,,,,,,,,,,,,,,-67,,-92,,-78,,,,,,,,,,,,-64,,,,-65,,-80,,-69,,,,,,,,,,,-79,,,,
,-62,-65,,,,,,,,,,,,,,,,-71,,,,,,,,,,,,,,,-72,,-92,,-78,,,,,,,,,,,,-66,,,,-66,,-80,,-65,,,,,,,,,,,,,,,
,-60,-65,,-89,,,,,,,,,,,,,,-71,,,,,,,,,,,,,,,-69,,-92,,-78,,,,,-85,,,,,,,-69,,,,-68,,-80,,-59,,,,-83,,,,,,,-82,,,,
,-60,-61,,-89,,,,,-91,,,,,,,,,-71,,,,,,,,,,,,,,,-74,,-88,,,,,,,-85,,,,,,,-69,,,,-68,,-80,,-60,,,,-83,,,,,,,-82,,,,
,-59,-62,,,,,,,-91,,,,,,,,,-72,,,,,,,,,,,,,,,-67,,-88,,,,,,,-88,,,,,,,-70,,,,-69,,-82,,-59,,,,-83,,,,,,,,,,,
,-60,-62,,,,,,,,,,-89,,,,,,-72,-85,,-94,,,,,,,,,,,,-69,,,,-75,,,,,-86,,,,,,,-66,,,,-66,,-79,,-57,,,,-83,,,,,,,,,,,
,-60,-61,,,,,,,,,,-89,,,,,,-73,-81,,-94,,-92,,,,,,,,,,-69,,,,-75,,,,,-86,,,,,,,-66,,,,-66,,-79,,-58,,,,,,,,,,,-85,,,,
,-60,-62,,,,,,,,,,,,,,,,-73,-81,,,,-92,,,,,,,,,,-82,,-88,,,,,,,,,,,,,,-66,,,,-66,,-79,,-66,,,,,,,,,,,-82,,,,
,-61,-68,,,,,,,,,,,,,,,,-81,-81,,,,,,,,,,,,,,-74,,-88,,,,,,,,,,,,,,-64,,,,-63,,-79,,-60,,,,,,,,-91,,,-82,,,,
,-58,-70,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,-89,,,-74,,,,,,,,,-82,,,,,,,-72,,,,-71,,,,-62,,,,,,,,-91,,,-77,,,,
,-63,-68,,,,,,,,,,,,,,,,-79,,,,,,,,,,,,-89,,,-72,,,,,,,,,-82,,,,,,,-66,,,,-65,,,,-66,,,,,,,,,,,-77,,,,
,-63,-68,,,,,,,,-93,,,,,,,,-77,,,-88,,,,,,,,,,,,-64,,,,,,,,,,,,,,,,-66,,,,-65,,,,-67,-84,,,-79,,,,,,,-76,,-94,,
,-60,-63,-80,,,,,,,-93,,,,,,,,-78,,,-89,,,,,,,,,,,,-60,,,,,,,,,,,,,,,,-65,,,,-65,,,,-64,-84,,,-77,,,,,,,-75,,-94,,
,-60,-61,-80,,,,,,,,,,,,,,,-79,-86,,-89,,,,,,,,,,,,-60,,,,,,,,,,,,,,,,-65,,,,-65,,,,-68,,,,-75,,,,,,,-75,,,,
,-60,-61,-80,,,,,,,,,,,,,,,-79,-86,,-90,,,,,,,,,,,,-57,,-93,,,,,,,,,,,,,-90,-65,,,,-64,,,,-65,,,,-75,,,,,,,-76,,,,
,-60,-60,-83,,,,,,,,,,,,,,,-77,,,-86,,,,,,,-89,,,,,-57,,-93,,,,,,,,,,,,,-90,-65,,,,-64,,,,-67,,,,-79,,,,,,,-74,,,,
,-60,-60,-83,,,,,,,,,-91,,,,,,-79,,,-86,,,,,,,-89,,,,,-59,,,,,,,,,,,,,,,-89,-65,,,,-64,,,,-62,,,,-75,,,,,,,-74,,,,
,-60,-64,-81,,,,,,,-91,,-89,,,,,,-80,,,-91,,,,,,,,,,,,-59,,,,,,,,,,,,,,,-89,-65,,,,-64,,,,-62,,,,-74,,,,,,,-76,,,,
,-62,-59,-81,,,-88,,,,-91,,-89,,,,,,-80,-84,,-87,,,,,,,-90,,,,,-68,,,,,,,,,,,,,,,,-65,,,,-63,,,,-62,,,,-74,,,,,,,-75,,,,
,-60,-59,-87,,,-88,,,,-89,,,,,,,,-79,-84,,-87,,,,,,,-90,,,,,-72,,,,,,,,,,,,,,,-90,-64,,,,-63,,,,-69,,,,-78,,,,,,,-76,,,,
,-60,-60,-84,,,,,,-81,-89,,,,,,,,-79,,,,,,,,,,,,,,,-73,,,,,,,,,,,,,,,-90,-64,,,,-64,,-90,,-72,,,,-78,,,,,,,-76,,,,
,-61,-61,-84,,,,,,-81,-92,,,,,,,,-78,,,-87,,,,,,,-89,,,,,-63,,,,,,,,,,,,,,,-87,-64,,,,-63,,-88,,-72,-83,,,-74,,,,,,,-75,,,,
,-62,-60,,,,-86,,,,-92,,,,,,,,-78,-80,,-87,,,,,,,-89,-88,,,,-59,,,,,,,,,,,,,,,-87,-64,,,,-63,,-88,,-66,-83,,,-74,,,,,,,-75,,,,
,-61,-60,,,,-86,,,,,,,,,,,,-79,-80,,-85,,,,,,,,-88,,,,-58,,,,,,,,,,,,,,,,-63,,,,-63,,,,-72,,,,,,,,,,,-75,,,,
,-61,-62,,,,,,,,,,,,,,,,-80,,,-85,,,,,,,,,,,,-58,,,,,,,,,,,,,,,,-63,,,,-63,,,,-73,,,,-73,,,,,,,-76,,,,
,-62,-62,-88,,,,,,,,,,,,,,,-78,-82,,,,,,,,,,,,,,-70,,,,,,,,,,,,,,,,-63,,,,-63,,,,-65,,,,-73,,,,,,,-74,,,,
,-62,-62,-82,,,,,,,,,,,,,,,-78,-82,,,,,,,,,,,,,,-71,,,,,,,,,,,,,,,,-64,,,,-64,,,,-72,,,,-74,,,,,,,-78,,,,
,-62,-61,-85,,,,,,,,,,,,,,,-78,,,,,,,,,,,,,,,-60,,,,,,,,,,,,-84,,,-89,-74,,,,-74,,,,-70,,,,-76,,,,,,,-77,,,,
,-61,-61,-81,,,,,,,,,-85,,,,,,-78,,,,,,,,,,,,,,,-72,,,,,,,,,,,,-84,,,-89,-67,,,,-67,,,,-69,,,,-76,,,,,,,-76,,,,
,-61,-63,-81,,,,,,,-91,,-85,,,,,,-78,-81,,,,,,,,,,,,,,-62,,,,,,,,,,,,,,,-89,-65,,,,-64,,,,-73,,,,-77,,,,,,,-76,,,,
,-64,-63,-81,,,,,,,-91,,,,,,,,-78,-81,,-86,,,,,,,,,,,,-60,,,,,,,,,,,,-88,,,-90,-65,,,,-64,,,,-65,-80,,,-77,,,,,,,-77,,,,
,-61,-62,-87,,,,,,,-91,,,,,,,,-78,,,-88,,,,,,,,,,,,-72,,,,,,,,,,,,-88,,,-89,-66,,,,-65,,,,-62,-80,,,-77,,,,,,,-79,,,,
,-58,-62,-85,,,,,,,,,,,,,,,-80,,,-88,,,,,,,,,,,,-64,,,,,,,,,,,,,,,-89,-64,,,,-65,,,,-67,,,,-75,,,,,,,-77,,,,
,-58,-59,-85,,,-90,,,,,,,,,,,,-79,,,,,,,,,,-89,,,,,-60,,,,-76,,,,,,,,,,,-89,-64,,,,-65,,,,-67,,,,-75,,,,,,,-77,,,,
,-59,-60,,,,-90,,,,,,-91,,,,,,-79,,,,,,,,,,-89,,,,,-70,,,,-76,,,,,,,,,,,-89,-65,,,,-64,,,,-71,,,,-77,,,,,,,-76,,,,
,-59,-60,-83,,,,,,,-92,,-91,,,,,,-77,,,-88,,,,,,,,,,,,-60,,,,,,,,,,,,,,,-88,-65,,,,-65,,,,-62,,,,-77,,,,,,,-77,,,,
,-57,-62,-86,,,,,,,-92,,,,,,,,-77,,,-88,,,,,,,,,,,,-59,,,,,,,,,,,,,,,-88,-63,,,,-63,,,,-70,,,,-77,,,,,,,-77,,,,
,-57,-59,-86,,,,,,,,,,,,,,,-76,,,-86,,,,,,,,,,,,-59,,,,,,,,,,,,,,,,-63,,,,-63,,,,-70,,,,-76,,,,,,,-77,,,,
,-57,-59,-79,,,,,,,,,,,,,,,-77,-83,,-86,,,,,,,,,,,,-59,,,,,,,,,,,,,,,,-63,,,,-63,,,,-66,,,,-76,,,,,,,-77,,,,
,-57,-59,-79,,,,,,,-90,,,,,,,,-77,-83,,,,,,,,,,,-86,,,-70,,,,,,,,,,,,,,,,-65,,,,-64,,-87,,-65,,,,,,,,,,,-75,,,,
,-59,-60,-83,,,,,,,-90,,,,,,,,-78,,,,,,,,,,,,-86,,,-66,,,,,,,,,,,,,,,,-69,,,,-68,,-87,,-71,,,,-77,,,,,,,-76,,,,
,-58,-60,-83,,,,,,,-90,,,,,,,,-78,,,,,,,,,,,,,,,-63,,,,,,,,,,,,,,,,-65,,,,-64,,,,-67,,,,-76,,,,,,,-76,,,,
,-58,-61,,,,,,,,-85,,,,,,,,-78,-84,,,,,,,,,,,,,,-63,,,,,,,,,,,,,,,,-63,,,,-63,,,,-66,,,,-76,,,,,,,-76,,,,
,-58,-59,-82,,,,,,,-85,,-87,,,,,,-78,-81,,,,,,,,,,,,,,-63,,,,,,,,,,,,,,,,-68,,,,-67,,,,-70,,,,-77,,,,,,,-75,,,,
,-58,-60,-82,,,,,,-82,,,-87,,,,,,-77,-81,,,,,,,,,,,,,,-70,,,,,,,,,,,,,,,,-64,,,,-63,,-89,,-68,,,,-77,,,,,,,-75,,,,
,-60,-60,-86,,,,,,-82,,,,,,,,,-77,-81,,,,,,,,,,,,,,-62,,,,,,,-72,,,,,,,,,-62,,,,-63,,-89,,-65,,,,-75,,,,,,,-77,,,,
,-58,-60,-86,,,,,,,,,-88,,,,,,-77,,,,,,,,,,,,,,,-60,,,,,,,-72,,,,,,,,,-63,,,,-63,,,,-65,,,,-75,,,,,,,-77,,,,
,-59,-59,,,,,,,,-90,,-88,,,,,,-79,,,-89,,,,,,,,,,,,-71,,,,,,,-72,,,,,,,,-91,-64,,,,-64,,,,-69,,,,-78,,,,,,,-76,,,,
,-58,-59,,,,,,,-80,-90,,,,,,,,-78,,,-88,,,,,,,,,,,,-70,,,,,,,-74,,,,,,,,-91,-65,,,,-64,,,,-68,,,,-76,,,,,,,-76,,,,
,-58,-58,,,,,,,-80,-90,,,,,,,,-78,,,-89,,,,,,,,,,,,-74,,,,,,,-74,,,,,,,,,-71,,,,-71,,,,-68,,,,-76,,,,,,,-76,,,,
,-59,-58,-88,,,,,,,,,,,,,,,-78,,,-89,,,,,,,,,,,,-66,,,,,,,,,,,,,,,,-71,,,,-71,,,,-68,-84,,,-74,,,,,,,-75,,,,
,-62,-62,-88,,,,,,,-85,,-88,,,,,,-78,,,,,,,,,,,-86,,,,-64,,,,,,,-77,,,,,,,,,-73,,,,-71,,,,-67,-84,,,-74,,,,,,,-75,,,,
,-64,-63,-87,,,,,,,-85,,-88,,,,,,-78,,,,,,,,,,,-86,,,,-62,,,,,,,-77,,,,,,,,,-66,,,,-66,,,,-77,,,,-73,,,,,,,-75,,,,
