Lotus6thfloor615,Haveli,Crack_Nozzle,MGMNT,virus,Chandrapg3,Lotus pg 5th Floor,DHAR,Lotus5thfloor501,lotus 4th floor 411,NikhilSai3floor,D-Link_DIR-615,Lotus4thfloor1,happylokayogaclasses,207_3,Princess Leia,Lotus6thfloor611,Lotus3rdfloor301,Lotus pg 5th floor 511,susheelaa,lotus 4th floor 401,JioFi2_A083B4,Dekhle_Hobe_khorcha_Aache!,MI MAX 2,aaranshu2016,NikhilSai4thFloor,Chandra Row3,Lotus1stfloorg11,varsha,Debasree,Get Lost .. Its not yours,Meet_your_Makers,Lotus602,207_2,Lenovo A7000-a,Nikhilsai 2nd floor extn,chandrapg1,Home-Airtel-2_5G,Lotus3rdfloor315,chandrapg4,The creep next door,Home-Airtel-2,0LA AUTOCONNECT 1904Z,sanchit,EverGreen,manepalli,207_1_Guest,SusheelaaPG4network,Home-Airtel,Amaravathi pg4,Lotus 2nd floor 1,Airtel-E5573-03A4,nikhilsai 4th floor extn,Act-shivam,Amaravathi pg3,Bing7777777,STRIKERS,Deepak,Chandra123,0LA_DRIVER_HOTSPOT_9538268467,SalehMohamed,Trident Jio,207_1
,,,,-89,,-84,,,,,-86,,,-77,,,,,,,,,,,,-84,,,,,,,-75,,,,-90,,,,-79,,,,-78,-57,,-79,,,,,,,,,,,,-78,,-58
,,,,-89,,,,,,,-87,-95,,-74,,,,,,,,,,,,-84,,,,,,,-75,,,,-90,,,,-77,,,,-82,-57,,-79,,,,,,,,,,,,-78,,-58
,,,,-89,,,-91,,,,-80,-95,,-76,,,,,,,,,,-81,,,,,,,,,-77,,,,,,,,-77,,,,-79,-61,,,,,,,,,,,,,,-81,,-62
,,,,-84,,,-91,,,,-88,,,-75,,,,,,,,,,-80,,,,,,,,,-77,,,,-90,,,,-77,,,-81,-82,-59,,-82,,,,,,,,,,,,-85,,-59
,,,,-84,,,-87,,,,-88,,,-79,,,,,,,,,,-84,-94,,,,,,,,-70,,,,-90,,,,-84,,,-81,-79,-63,-89,-82,,,,,,,,,,,,-80,,-63
,,,,,,,-87,,,,-83,,,-75,,,,,,,,,,-84,-94,-88,,,,,,,-78,,,,-86,,,,-79,,,,-76,-68,-89,-86,,,,,,,,,,,,-70,,-67
,,,,,,,-89,,,,-82,,,-75,,,,,,,,,,,-91,-88,,,,,,,-75,,,,-86,,,,-77,,,,-74,-61,,-86,,,,,,,,,,,,-70,,-61
,,,,,,,-89,,,,-78,,,-77,,,,,,,,,,,-91,-89,,,,,,,-72,,,,-78,,,,-77,,,-82,-73,-58,,-85,,,,,,,,,,,,-71,,-58
,,,,,,,-88,,,,-85,,,-81,,,,,,,,,,,,-89,,,,,,,-77,,,,-77,,,,-71,,,-82,-73,-54,,-77,,,,,,,,,,,,-66,,-54
,,,,-86,,,-88,,,,-85,,,-83,,,,,,,,,,,,-84,,,-92,,,,-77,,,,-77,,,,-69,,,,-71,-52,,-77,,,,,,,,,,,,-66,,-52
,,,,-86,,,-88,,,,-84,,,-85,,,,,,,,,,-88,,-84,,,-92,,,,-77,,,,-78,,,,-70,,,,-72,-54,,-75,,,,,,,,,,,,-66,,-53
,,,,-89,,,-88,,,,-84,,,-81,,,,,,,,,,-88,-90,-84,,,,,,,-77,,,,-78,,,,-70,,,,-72,-53,,-74,,,,,,,,,,,,-66,,-53
,,,,-87,,,-89,,,,-84,,,-84,,,,,,,,,,,-90,-84,,,,,,,-77,,,,-78,,,,-71,,,,-70,-53,,-74,,,,,,,,,,,,-64,,-52
,,,,-89,,,-89,,,,-84,,,-81,,,,,,,,,,,,,,,,,,,-76,,,,-78,,,,-70,,,,-70,-53,,-74,,,,,,,,,,,,-66,,-52
,,,,-89,,,-91,,,,-83,,,-80,,,,,,,,,,,,-84,,,,,,,-77,,,,-78,,,,-69,,,-75,-69,-53,,-74,,,,,,,,,,,,-66,,-53
,,,,,,,-89,,,,-82,,,-78,,,,,,,,,,-88,,-84,,,,,,,-77,,,,-78,,,,-70,,,-75,-71,-53,,-75,,,,,,,,,,,,-66,,-53
,,,,-86,,,-89,,,,-83,,,-78,,,,,,,,,,-87,,,,,,,-90,,-75,,,,-78,,,,-72,,,-77,-68,-53,,-75,,,,,,,,,,,,-66,,-53
,,,,-86,,,,,,,-82,,,-82,,,,,,,,,,-85,-91,,,,,,-90,,-75,,,,-78,,,,-72,,,-73,-72,-53,,-75,,,,,,,,,,,,-66,,-53
,,,,-90,,,-91,,,,-82,,,-82,,,,,,,,-92,,-85,-91,-83,,,,,,,-76,,,,-78,,,,-72,,,-73,-70,-53,,-75,,,,,,,,,,,,-66,,-53
,,,,-89,,,-90,,,,-82,,,-86,,,,,,,,-92,,,,-83,,,,,,,-75,,,,-78,,,,-72,,,,-70,-53,,-73,,,,,,,,,,,,-66,,-53
,,,,-89,,,-89,,,,,,,-83,,,,,,,,,,-86,,-84,,,,,,,-75,,,,-78,,,,-70,,,-87,-69,-53,,-73,,,,,,,,,,,,-66,,-53
,,,,,,,-89,,,,-84,,,-83,,,,,,,,,,-86,,-84,,,,,,,-75,,,,-78,,,,-70,,,-87,-69,-52,,-78,,,,,,,,,,,,-66,,-53
,,,,,,,,,,,-84,,,-79,,,,,,,,,,-86,,-84,,,,,,,-76,,,,-78,,,,-70,,,-76,-69,-52,,-74,,,,,,,,,,,,-66,,-53
,,,,-87,,,,,,,,,,-78,,,,,,,,,,-86,,-85,,,,,,,-75,,,,-77,,,,-70,,,-76,-69,-52,,-74,,,,,,,,,,,,-64,,-52
,,,,-88,,,-88,,,,-84,,,-78,,,,,,,,,,,,-83,,,-90,,,,-75,,,,-79,,,,-74,,,,-70,-53,,-74,,,,,,,,,,,,-64,,-52
,,,,-88,,,-88,,,,-84,,,-79,,,,,,,,,,,,-83,,,-90,,,,-78,,,,-78,,,,-71,,,,-69,-53,,-74,,,,,,,,,,,,-67,,-52
,,,,,,,-89,,,,-86,,,-79,,,,,,,,,,,,-88,,,,,,,-79,,,,-80,,,,-72,,,,-69,-52,,-74,,,,,,,,,,,,-69,,-52
,,,,,,,-89,,,,-85,,,-79,,,,,,,,,,,,-88,,,,,,,-78,,,,-77,,,,-70,,,,-69,-52,,,,,,,,,,,,,,-67,,-52
,,,,-88,,,,,,,-85,,,-79,,,,,,,,,,,,,,,,,,,-77,,,,-77,,,,-71,,,,-70,-52,,-77,,,,,,,,,,,,-67,,-52
,,,,-88,,,-92,,,,-83,,,-79,,,,,,,,,,,,,,,-94,,,,-79,,,,-77,,,,-71,,,,-69,-52,,-77,,,,,,,,,,,,-67,,-52
,,,,-88,,,-92,,,,-83,,,-79,,,,,,,,,,,,,,,-94,,,,-78,,,,-76,,,,-70,,,,-69,-52,,-74,,,,,,,,,,,,-66,,-51
,,,,-88,,,-92,,,,-82,,,-83,,,,,,,,,,-85,,-91,,,,,,,-75,,,,-77,,,,-70,,,,-69,-52,,-75,,,,,,,,,,,,-66,,-51
,,,,-89,,,-89,,,,-82,,,-80,,,,,,,,,,-85,,-91,,,,,,,-76,,,,-77,,,,-70,,,,-69,-51,,-75,,,,,,,,,,,,-66,,-51
,,,,-89,,,-88,,,,,,,-84,,,,,,,,,,-85,,,,,,,,,-79,,,,-76,,,,-71,,,,-69,-51,-95,-75,,,,,,,,,,,,-66,,-51
,,,,-87,,,-88,,,,-85,,,-80,,,,,,,,,,-85,,,,,,,,,-79,,,,-80,,,,-75,,,,-69,-57,-95,-75,,,,,,,,,,,,-65,,-57
,,,,-87,,,-88,,,,-85,,,-82,,,,,,,,,,,,,,,,,,,-79,,,,-80,,,,-73,,,,-69,-54,,-75,,,,,,,,,,,,-65,,-53
,,,,,,,-88,,,,-84,,,-83,-85,,,,,,,,,-86,,,,,,,,,-76,,,,-88,,,,-73,,,-78,-69,-61,,-79,,,,,,,,,,,,-81,,-59
,,,,-85,,,-91,,,,-79,,,-79,-85,,,,,,,,,-86,,-84,,,,,,,-66,,,,-89,,,,-76,,,-79,-72,-53,,-84,,,,,,,,,,,,-81,,-52
,,,,-85,,,-91,,,,-79,,,-78,,,,,,,,,,,,-84,,,,,,,-60,,,,-86,,,,-76,,,-79,-69,-65,,-85,,,,,,,,,,,,-82,,-64
,,-80,,-82,,,-91,,,,-79,,,-79,,,,,,,,,,,,-84,,,,,,,-59,,,,-89,,,,-76,,,,-68,-73,,-84,,,,,,,,,,,,-82,,-73
,,-81,,-82,,,-89,,,,-79,,,-79,,,,,,,,,,,,,,,,,,,-59,,,,-89,,,,-76,,,,-68,-72,,-84,,,,,,,,,,,,,,-70
,,-79,,-83,,,-86,,,,-81,,,-80,,,,,,,,,,,,,,,,,,,-59,,,,-92,,,,-79,,,,-68,-68,-91,-83,,,,,,,,,,,,,,-68
,,-79,,-83,,,-91,,,,-82,,,-80,,,,,,,,,,,,-85,,,,,,,-59,,,,-92,,,,-78,,,-81,-68,-70,-91,-83,,,,,,,,,,,,,,-70
,,-82,,-82,,,-89,,,,-79,,,-79,,,,,,,,-91,,,,-85,,,,,,,-57,,,,-88,,,,-77,,,-81,-69,-71,,-80,,,,,,,,,,,,,,-71
,,-82,,-90,,,-90,,,,-77,,,-82,,,,,,,,-91,,,,,,,,,,,-57,,,,-88,,,,-75,,,,-69,-68,,-80,,,,,,,,,,,,,-91,-68
,,-81,,-83,,,-88,,,,-81,,,-81,,,,,,,,-91,,,,,,,,,,,-59,,,,-87,,,,-76,,,-80,-69,-66,,-84,,,,,,,,,,,,,-91,-66
,,-81,,-83,,,-87,,,,-80,,,-81,,,,,,,,-91,,,,,,,,,,,-58,,,,-88,,,,-77,,,-80,-69,-68,,-84,,,,,,,,,,,,,-87,-69
,,-81,,-82,,,-87,,,,-78,,,-82,,,,,,,,,,,,,,,,,,,-59,,,,-88,,,,-77,,,,-69,-75,,-85,,,,,,,,,,,,,-87,-76
,,-80,,-82,,,-87,,,,-78,,,-85,,,,,,,,,,,,-88,,,,,,,-58,,,,-88,,,,-78,,,,-69,-70,,-85,,,,,,,,,,,,-81,-87,-69
,,-82,,,,,-88,,,,-78,,,-81,,,,,,,,,,,,-88,,,,,,,-60,,,,-86,,,,-77,,,-84,-68,-72,,,,,,,,,,,,,,-81,-82,-71
,,-82,,-84,,,-85,,,,-79,,,-81,,,,,,,,,,,,,,,,,,,-64,,,,-89,,,,-77,,,-84,-72,-65,,,,,,,,,,,,,,-77,-82,-65
,,-82,,-84,,,-85,,,,-79,,,-83,,,,-90,,,,,,,,,,,,,,,-69,,,,-89,,,,-77,,,-79,-74,-61,,-82,,,,,,-93,,,,,,-82,-79,-61
,,-82,,-83,,,,,,,-82,,,-83,,,,-90,,,,,,-86,,,,,,,,,-78,,,,-87,,,,-86,,,-75,-75,-62,,-82,,,,,,-93,,,,,,-77,-79,-60
,,,,-83,,,,,,,-79,,,-81,,,,,,,,,,-89,,-76,,,,,,,-78,,,,-87,,,,-80,,,-74,-77,-62,,-78,,,,,,,,,,,,-73,,-60
,,,,,,,,,,,-79,,,-83,,,,,,,,,,-89,,-78,,,,,,,-83,,,,-92,,,,-80,,,-74,-75,-59,,-78,,,,,,,,,,,,-78,,-59
,,,,-87,,,,,,,-84,,,-87,,,,,,,,,,-87,,-77,,,,,-89,,-77,,,,-92,,,,-80,,-89,,-73,-56,,-78,,,,,,,,,,,,-77,,-58
,,,,-87,,,,,,,-84,-90,,-83,,,,,,,,,,-87,,-77,,,,,-89,,-71,,,,,,,,-81,,-89,,-76,-61,,-77,,,,,,,,,,,,-72,,-62
,,,,,,,,,,,-80,-92,,-83,,,,,,,,,,,,-80,,,,,,,-71,,,,,,,,-84,,,,-76,-61,,-76,,,,,,,,,,,,-72,,-62
,,,,,,,,,,,-79,-92,,-84,,,,,,,,,,,,-80,,,,,,,-71,,,,,,,,-80,,,-77,-77,-61,,-77,,,,,,,,,,,,-73,,-62
,,,,,,,-92,,,,-82,,,-84,,,,,,,,,,-88,,-80,,,,,-88,,-71,,,,,,,,-80,,,-77,-77,-61,,-77,,,,,,,,,,,,-73,,-61
,,,,-88,,,-92,,,,-81,-91,,-84,,,,,,,,,,-88,,-79,,,,,-88,,-71,,,,,,,,-77,,-84,-77,-77,-61,,-78,,,,,,,,,,,,-74,,-60
,,,,-85,,,,,,,-81,-91,,-85,,,,,,,,,,-88,,-79,,,,,,,-71,,,,,,,,-81,,-84,,-77,-61,,-78,,,,,,,,,,,,-74,,-61
,,,,-85,,,-88,,,,-80,-91,,-82,,,,,,,,,,-89,,-79,,,,,,,-72,,,,,,,,-77,,-84,-78,-77,-61,,-78,,,,,,,,,,,,-74,,-61
,,,,,,,-90,,,,-80,-95,,-82,,,,,,,,,,-89,,-78,,,,,,,-72,,,,,,,,-77,,,-78,-76,-60,,-78,,,,,,,,,,,,-75,,-61
,,,,-87,,,-90,,,,-80,-92,,-81,,,,,,,,,,,,-78,,,,,-89,,-72,,,,,-92,,,-77,,,-78,-76,-60,,-77,,,,,,,,,,,,-74,,-62
,,,,-86,,,-92,,,,-80,-90,,-81,,,,,,,,,,-88,,-78,,,,,-89,,-71,,,,,-91,,,-81,,,-78,-76,-61,,-76,,,,,,,,,,,,-74,,-62
,,,,-86,,,-89,,,,-81,-90,,-83,,,,,,,,,,-89,,-78,,,,,,,-71,,,,,-91,,,-83,,,-78,-77,-61,-92,-76,,,,,,,,,,,,-73,,-61
,,-79,,-86,,,-91,,,,-82,-92,,-84,,,,,,,,,,-89,,-78,,,,,,,-71,,,,,,,,-83,,,,-76,-61,-92,-79,,,,,,,,,,,,-76,,-61
,,-79,,-87,,,-91,,,,-84,-92,,-84,,,,,,,,,,-89,,-78,,,,,,,-69,,,,,,,,-78,,-86,,-77,-63,,-79,,,,,,,,,,,,-76,,-63
,,,,-87,,,,,,,-77,-94,,-89,,,,,,,,,,-88,,-77,,,,,,,-78,,,,,,,,-78,,-85,,-75,-61,,-82,,,,,,,,,,,,-76,,-61
,,,,-88,,,,,,,-77,-90,,-83,,,,,,,,,,-87,,-77,,,,,,,-73,,,,,,,,-78,,-85,-78,-75,-67,,-83,,,,,,,,,,,,-78,,-67
,,,,-88,,,,,,,-84,-91,,-85,,,,,,,,,,-87,,-77,,,-91,,,,-85,,,,-90,,,,-77,,,-78,-72,-57,,-76,,,,,,,,,,,,-76,,-59
,,,,,,,,,,,-84,-91,,-85,,,,,,,,,,-87,,-77,,,-91,,,,-81,,,,-90,,,,-83,,,,-72,-57,,-76,,,,,,,,,,,,-76,,-58
,,,,,,,,,,,,,,-80,,,,,,,,,,,,,,,,,-87,,-74,,,,,,,,-85,,-87,-74,-74,-56,,-80,,,,,,,,,,,,-77,,-57
,,,,-84,,,-92,,,,-80,,,-81,,,,,,,,,,-87,,,,,,,-87,,-74,,,,,,,,-84,,-87,-74,-81,-62,,-80,,,,,,,,,,,,-76,,-61
,,-89,,-87,,,-92,,,,-82,,,-81,,,,,,,,,,-87,,,,,,,,,-74,,,,,,,,-84,,,,-81,-62,,-84,,,,,,,,,,,,-76,,-62
,,-89,,-83,,,,,,,-78,,,-83,,,,,,,,,,,,-81,,,,,,,-75,,,,,,,,-82,,,,-82,-62,,-82,,,,,,,,,,,,-81,,-62
,,,,-84,,,-82,,,,-76,-91,,-83,,,,,,,,,,,,-81,,,,,,,-74,,,,,,,,-74,,-87,,-80,-72,,-78,,,,,,,,,,,,-81,,-71
,,,,-84,,,-82,,,,-76,-91,,-82,,,,-89,,,,,,,,,,,,,,,-78,,,,-91,,,,-78,,-86,,-80,-70,,-78,,,,,,,,,,,,-75,,-69
,,,,-84,,,-86,,,,-85,-91,,-82,,,,-89,,,,,,-83,-93,-81,,,,,,,-79,,,,-88,,,,-80,,-86,-80,-74,-62,,-82,,,,,,,,,,,,-77,,-61
,,,,,,,-86,,,,-85,,,-82,,,,,,,,,,-87,-93,-81,,,,,,,-75,,,,-88,,,,-80,,,-80,-77,-65,,-82,,,,,,,,,,,,-77,,-65
-92,,,,-91,,,,,,,-90,,,-82,,,,,,,,,,-87,,-85,,,,,,,-69,,,,-91,,,,-75,,,-70,-75,-69,,-82,,,,,,,,,,,,,,-69
-92,,,,-91,-93,,,,,,-78,,,-84,,,,,,,,,,,,-85,,,,,,,-80,,,,-91,,,,-79,,,-70,-76,-69,,-80,,,,,,,,,,,,-74,,-68
,,,,-87,-93,,,,,,-76,,,-85,,,,,,,,,,-88,,,,,,,,,-80,,,,,,,,-75,,,-79,-77,-66,,-77,,,,,,,,,,,,-74,,-68
,,,,-87,,,,,,,-75,-93,-93,-84,,,,,,,,,,-91,,,,,,,,,-84,,,,,,,,-76,,,-79,-75,-72,,-76,,,,,,,,,,,,-74,,-72
,,,,-87,,,,,,,-83,-93,-93,-84,,,,,,,,,,-88,,,,,,,,,-82,,,,,,,,-77,,,-77,-76,-70,,-76,,,,,,,,,,,,-73,,-71
,,,,-89,-92,,-91,,,,-76,,,-86,,,,,,,,,,-88,,,,,,,,,-83,,,,,,,,-77,,,-77,-76,-70,,-76,,,,,,,,,,,,-74,,-71
,,,,-87,-92,,-91,,,,-83,-92,,-86,,,,,,,,-90,,,,,,,,,,,-80,,,,,,,,-77,,,,-77,-70,,-77,,,,,,,,,,,,-74,,-70
,,,,-87,-91,,,,,,-76,-92,,-88,,,,,,,,-90,,-87,,,,,,,,,-82,,,,,,,,-76,,,,-76,-70,,-76,,,,,,,,,,,,-74,,-70
,,,,-85,-91,,,,,,-76,,,-89,,,,,,,,,,-87,,,,,,,,,-82,,,,,,,,-75,,,-77,-76,-70,,-76,,,,,,,,,,,,-77,,-70
,,,,-85,-91,,-94,,,,-76,,,-87,,,,,,,,,,-87,,,,,,,,,-80,,,,,,,,-77,,,-77,-78,-71,,-76,,,,,,,,,,,,-74,,-70
,,,,-88,-94,,-94,,,,-76,-94,,-87,,,,,,,,,,,,,,,,,,,-82,,,,,,,,-77,,,,-78,-71,,-76,,,,,,,,,,,,-74,,-70
,,,,-88,-89,,-88,,,,-82,-94,,-86,,,,,,,,,,,,,,,,,,,-84,,,,,,,,-76,,,,-82,-71,,-77,,,,,,,,,,,,-73,,-70
,,,,-84,-89,,-88,,,,-83,,,-86,,,,,,,,-95,,-90,,,,,,,,,-83,,,,,,,,-76,,,-78,-79,-71,,-76,,,,,,,,,,,,-74,,-70
,,,,-84,-93,,,,,,-75,,,-88,,,,,,,,-94,,-89,,,,,,,,,-83,,,,,,,,-76,,,-77,-79,-71,,-76,,,,,,,,,,,,-74,,-70
,,,,-84,-93,,-88,,,,-75,,,-88,,,,,,,,-94,,-89,,,,,,,,,-83,,,,,,,,-75,,,-77,-77,-71,,-76,,,,,,,,,,,,-73,,-70
,,,,-84,-91,,-88,,,,-83,,,-86,,,,,,,,,,-87,,,,,,,,,-83,,,,,,,,-75,,,,-77,-70,,-76,,,,,,,,,,,,-76,,-70
,,,,-86,-89,,,,,,-76,,,-86,,,,,,,,-90,,-87,,,,,,,,,-83,,,,,,,,-78,,,,-77,-70,,-76,,,,,,,,,,,,-74,,-70
,,,,-86,-89,,,,,,-82,-93,,,,,,,,,,-90,,-87,,,,,,,,,-83,,,,,,,,-76,,,,-77,-70,,-75,,,,,,,,,,,,-74,,-70
,,,,-84,-93,,-91,,,,-76,-92,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,-80,,,-79,-77,-70,,-75,,,,,,,,,,,,-74,,-70
,,,,-84,-93,,-91,,,,-83,-92,,-85,,,,,,,,,,,,,,,,,,,-83,,,,,,,,-76,,,-79,-76,-70,,-76,,,,,,,,,,,,-74,,-70
,,,,-85,,,,,,-90,-85,-92,,-85,,,,,,,,,,,,,,,,,,,-83,,,,,,,,-75,,,,-76,-70,,-76,,,,,,,,,,,,-75,,-70
,,,,-85,-93,,,,,-90,-77,,,-85,,,,,,,,,,,,,,,,,,,-84,,,,,,,,-75,,,-82,-76,-71,,-76,,,,,,,,,,,,-75,,-70
,,,,-85,-93,,-90,,,,-75,,,-87,,,,,,,,,,-88,,,,,,,,,-82,,,,,,,,-79,,,-82,-75,-71,,-76,,,,,,,,,,,,-75,,-71
,,,,-89,,,-90,,,,-76,-92,,-87,,,,,,,,,,-88,,,,,,,,,-83,,,,,,,,-76,,,,-75,-71,,-77,,,,,,,,,,,,-75,,-71
,,,,-89,-91,,-92,,,,-76,-92,,-85,,,,,,,,,,-90,,,,,,,,,-82,,,,,,,,-78,,,,-75,-71,,-77,,,,,,,,,,,,-74,,-71
,,,,-85,-90,,-92,,,,-76,,,-87,,,,-93,,,,,,-90,,,,,,,,,-82,,,,,,,,-75,,,,-75,-71,,-76,,,,,,,,,,,,-74,,-70
,,,,-88,-90,,,,,,-76,,,-83,-89,,,-93,,,,,,-87,-92,,,,,,,,-83,,,,,,,,-79,,,-80,-77,-71,,-76,,,,,,,,,,,,-74,,-70
,,,,-88,-90,,,,,,-76,,,-87,-89,,,,,,,,,-87,-92,,,,,,,,-79,,,,,,,,-79,,,-80,-77,-71,,-76,,,,,,,,,,,,-74,,-71
,,,,-84,-91,,,,,,-83,,,-86,,,,,,,,-96,,,,,,,,,,,-82,,,,,,,,-79,,,,-76,-69,,-76,,,,,,,,,,,,-74,,-69
,,,,-85,-91,,-93,,,,-86,,,-85,,,,,,,,-94,,-88,,,,,,,,,-79,,,,,,,,-74,,,,-76,-66,,-76,,,,-91,,,,,,,,-74,,-65
,,,,-84,,,-93,,,,-78,,,-86,,,,,,,,-94,,-88,,,,,,,,,-81,,,,-91,,,,-74,,,,-76,-66,,-76,,,,-91,,,,,,,,-74,,-66
,,,,-84,,,,,,,-83,,,-86,,,,,,,,,,-88,,,,,,,,,-86,,,,-91,,,,-79,,,-77,-78,-70,,-80,,,,,,,,,,,,-76,,-70
,,,,-84,-89,,,,,,-76,,,-85,,,,,,,,,,-87,,-87,,,,,,,-90,,,,,,,,-79,,,-77,-77,-74,,-83,,,,-91,,,,,,,,-76,,-74
,,,,-91,-89,,,,,,-76,,,-79,,,,,,,,,,-83,,-87,,,,,,,-82,,,,-86,,,,-77,,,-81,-77,-66,,-76,,,,-91,,,,,,,,-73,,-66
,,,,-87,,,,,,,,,,-80,,,,,,,,,,-83,,,,,,,,,-78,,,,-90,,,,-74,,,-88,-74,-61,,-80,,,,-90,,,,,,,,-75,,-61
,,,,-87,,,-92,,,,,,,-86,,,,,,,,,,,,,,,,,,,-79,,,,-90,,,,-71,,,-88,-74,-61,,-82,,,,-90,,,,,,,,-76,,-61
,,,,-92,,,-92,,,,,,,-86,,,,,,,,,,-86,,-79,,,,,,,-80,,,,,,,,-71,,,,-78,-60,,-80,,,,,,,,,,,,-76,,-61
,,,,-89,,,-92,,,,,,,-83,,,,,,,,,,-86,,-79,,,,,,,-80,,,,,,,,-71,,,,-78,-61,,-80,,,,,,,,,,,,-76,,-61
,,,,-89,,,-92,,,,,,,-82,,,,,,,,,,-86,,-79,,,,,,,-80,,,,,,,,-75,,,,-74,-61,,-80,,,,,,,,,,,,-77,,-61
,,,,,,,,,,,,,,-82,,,,,,,,,,-85,,-79,,,,,,,-80,,,,,,,,-71,,,-91,-78,-60,,-80,,,,,,,,,,,,-78,,-60
,,,,-89,,,,,,,,,,-81,,,,,,,,,,-85,,-80,,,,,,,-80,,,,,,,,-75,,,-91,-74,-60,,-80,,,,,,,,,,,,-77,,-62
,,,,-89,,,,,,,,,,-86,,,,,,,,,,-85,,-80,,,,,,,-80,,,,,,,,-75,,,,-74,-61,,-82,,,,,,,,,,,,-77,,-61
,,,,,,,,,,,,,,-86,,,,,,,,,,,,-80,,,,,,,-80,,,,,,,,-76,,,,-75,-59,,-82,,,,,,,,,,,,,,-61
,,,,-88,-92,,-92,,,,,,-92,-81,,,,,,,,,,,,-80,,,,,,,-80,,,,,,,,-72,,,,-75,-59,,-81,,-93,,,,,,,,,,,,-60
,,,,-88,-92,,-92,,,,,,-92,-85,,,,,,,,,,,,,,,,,,,-80,,,,,,,,-75,,,,-75,-60,,-80,,-93,,,,,,,,,,,,-60
,,,,,,,,,,,,,,-82,,,,,,,,,,-86,,-80,,,,,,,-82,,,,,,,,-71,,,,-75,-60,,-80,,,,,,,,,,,,,,-60
,,,,-89,,,-92,,,,,,,-82,,,,,,,,,,-85,,-79,,,,,,,-81,,,,,,,,-75,,,,-75,-62,,-79,,,,,,,,,,,,,,-61
,,,,-89,,,-92,,,,,,,-86,,,,,,,,,,-86,,-79,,,,,,,-79,,,,,,,,-75,,,,-79,-62,,-82,,,,,,,,,,,,,,-62
,,,,,,,-92,,,,,,,-85,,,,,,,,,,-89,,-79,,,,,,,-79,,,,,,,,-73,,,,-79,-66,,-81,,,,,,,,,,,,,,-65
,,,,,,,-91,,,,,,,-83,,,,,,,,,,-86,,-80,,,,,,,-81,,,,,,,,-75,,,-89,-78,-61,,-81,,,,,,,,,,,,-76,,-60
,,,,,,,-91,,,,,,,-80,-93,,,,,,,,,-86,,-79,,,,,,,-81,,,,,,,,-76,,,-89,-78,-60,,-80,,,,-92,,,,,,,,-79,,-61
,,,,-92,,,,,,,,,,-80,-93,,,,,,,,,-86,,-79,,,,,,,-79,,,,,,,,-72,,,-88,-78,-60,,-79,,,,-92,,,,,,,,-79,,-61
,,,,-92,,,,,,,,,,-80,,,,,,,,,,-87,,-79,,,,,,,-81,,,,,,,,-76,,,-88,-77,-61,,-80,,,,,,,,,,-94,,-79,,-60
,,,,,,,,,,,,,,-78,,,,,,,,,,-87,,-80,,,,,,,-83,,,,,,,,-78,,,,-77,-61,,-81,,,,,,,,,,-94,,-79,,-62
,,,,-92,,,-93,,,,,,,-81,,,,,,,,,,-86,,-80,,,,,,,-82,,,,,,,,-72,,,,-75,-61,,-81,,,,,,,,,,,,-76,,-61
,,,,-91,,,-93,,,,,,,-85,,,,,,,,,,-86,,-80,,,,,,,-82,,,,,,,,-71,,,,-78,-60,,-81,,,,,,,,,,,,-76,,-60
,,,,-87,,,,,,,,,,-85,,,,,,,,,,-86,,-80,,,,,,,-82,,,,,,,,-71,,,,-78,-60,,-81,,,,,,,,,,,,,,-60
,,,,-87,,,,,,,,,,-82,,,,,,,,,,-86,,-79,,,,,,,-82,,,,,,,,-71,,,-89,-78,-60,,-83,,,,,,,,,,,,-77,,-60
,,,,,,,,,,,-89,,,-78,,,,,,,,,,-86,,-79,,,,,,,-81,,,,,,,,-76,,,-89,-76,-61,,-83,,,,,,,,,,,,-77,,-60
,,,,,,,,,,,-89,,,-78,,,,,,,,,,,,-79,,,,,,,-81,,,,,,,,-72,,,,-74,-61,,-83,,,,,,,,,,,,,,-60
,,,,,,,,,,,,,,-85,,,,,,,,,,,,-79,,,,,,,-82,,,,,,,,-75,,,,-76,-61,,,,,,,,,,,,,,,,-60
,,,,-88,,,,,,,,,,-83,,,,,,,,,,-86,,-79,,,,,,,-82,,,,,,,,-71,,,,-75,-61,,-81,,,,,,,,,,,,-79,,-60
,,,,-88,,,,,,,,,,-82,,,,,,,,,,-86,,-79,,,,,,,-83,,,,,,,,-71,,,,-75,-61,,-81,,,,,,,,,,,,-79,,-60
,,,,,,,,,,,,,,-81,,,,,,,,,,-86,,-80,,,,,,,-83,,,,,,,,-71,,,,-75,-59,,,,,,,,,,,,,,,,-57
,,,,,,,-91,,,,,,,-81,,,,,,,,,,-87,,-79,,,,,,,-87,,,,,,,,-71,,,,-77,-62,,-82,,,,,,,,,,,,-76,,-61
,,,,,,,-91,,,,,,,-83,,,,,,,,,,-85,,-79,,,,,,,-82,,,,,,,,-76,,,,-78,-60,,-79,,,,,,,,,,,,-76,,-60
,,,,-88,,,,,,,,,,-83,,,,,,,,,,-86,,-79,,,,,,,-81,,,,,,,,-72,,,,-78,-60,,-81,,,,,,,,,,,,-79,,-61
,,,,-88,,,-94,,,,,,,-82,,,,,,,,,,-86,,-79,,,,,,,-83,,,,,,,,-70,,,,-78,-60,,-81,,,,,,,,,,,,-79,,-61
